Name			Studentid	Sex	Level	Money_stu	Money_credit
Yu_YueXing		2013012219	male	three	488.20		6392.35	
Ying_Guang		2013012220	male	three	419.67		4990.72	
Zeng_ChuQian		2013012221	male	three	310.93		1373.98	
Lin_Yu			2013012222	male	three	370.21		4343.85	
Ding_WenYao		2013012223	male	two	393.68		2170.52	
Yu_Xiong		2013012224	male	three	59.59		4436.04	
Ding_Mao		2013012225	male	three	99.46		2041.86	
Gao_Lu			2013012226	female	three	400.02		758.72	
Mu_Kai			2013012227	male	three	467.10		1313.76	
Lv_Shu			2013012228	male	three	52.80		4368.85	
Ding_YueLe		2013012229	male	three	41.34		2875.33	
Fan_Zhen		2013012230	male	three	231.64		1822.72	
Luo_ZeJing		2013012231	female	three	125.50		4188.97	
Zhang_Lu		2013012232	male	three	246.12		1284.69	
Lu_LingMing		2013012233	female	three	8.80		4137.93	
Chang_Xin		2013012234	male	three	463.52		5475.82	
Chen_Bang		2013012235	female	three	124.07		5632.40	
Shao_Xiu		2013012236	female	three	125.11		1129.88	
Yang_LiuDi		2013012237	male	three	79.45		3825.90	
Guan_WuoZhi		2013012238	female	three	74.23		4402.99	
Dai_JunXing		2013012239	female	three	226.65		5743.99	
Chen_ShuXiong		2013012240	male	three	447.93		4713.68	
Kang_Qi			2013012241	male	three	251.08		4793.45	
Long_ChenMin		2013012242	male	three	236.37		2142.03	
Dai_Wei			2013012243	male	three	81.59		5880.00	
Yang_LiuYun		2013012244	male	three	298.72		917.08	
Hu_NanNan		2013012245	male	three	98.24		3831.48	
Du_LiYi			2013012246	female	three	354.00		4059.22	
Zou_Fan			2013012247	female	three	329.08		4364.62	
Ye_Song			2013012248	female	three	135.03		1593.76	
Lu_Fan			2013012249	female	three	5.97		5332.85	
Zhang_DanSheng		2013012250	female	three	184.63		2007.02	
Ren_Zhi			2013012251	male	three	71.15		1968.93	
Luo_JingTian		2013012252	female	three	105.85		3683.23	
Yu_Xuan			2013012253	male	three	425.74		2714.60	
Jia_YuanQing		2013012254	male	three	325.75		5936.33	
Ren_Song		2013012255	male	three	413.44		2360.79	
Wu_Lin			2013012256	male	three	281.82		2705.22	
Qin_Tao			2013012257	male	three	177.36		6307.36	
Hua_ShaoGan		2013012258	male	three	223.92		5458.84	
Li_ChuFu		2013012259	female	three	392.54		3271.79	
Wen_LeiQi		2013012260	male	three	61.46		1838.83	
Zou_QuanChu		2013012261	male	three	164.59		5683.13	
Zhao_Yun		2013012262	male	three	287.05		2880.21	
Lu_ZhengJie		2013012263	male	three	175.89		1879.53	
Lu_Ying			2013012264	male	three	218.02		832.99	
Liang_QiYuan		2013012265	male	three	155.53		1762.03	
Cui_YunZi		2013012266	male	three	262.74		3922.19	
Shi_SongYi		2013012267	female	three	150.89		4593.42	
Qiao_Zhi		2013012268	male	three	445.63		2446.77	
Zhang_ZhiAn		2013012269	male	three	117.68		4185.73	
Lv_JiaoChen		2013012270	male	three	383.44		5933.69	
Qiao_ZhiShao		2013012271	male	three	319.13		2782.96	
Ding_AnJiao		2013012272	male	three	346.95		3078.00	
Li_QingHan		2013012273	female	three	181.23		1726.36	
Dai_GuoHuan		2013012274	female	three	7.00		2097.42	
Ma_Song			2013012275	male	three	87.17		1915.64	
Gao_AnWen		2013012276	male	three	217.86		3698.37	
Gao_Tao			2013012277	male	three	378.49		1642.75	
Su_Zhi			2013012278	male	three	74.98		5027.51	
Qiao_YiYa		2013012279	male	three	368.19		5022.82	
Yu_JingYa		2013012280	male	three	146.82		624.66	
Hua_HengWei		2013012281	female	three	0.28		5143.88	
Lv_YiHeng		2013012282	male	three	49.08		6405.98	
Gao_WeiChu		2013012283	male	three	54.15		1828.76	
Chen_KaiDong		2013012284	female	three	143.56		705.26	
Gu_Min			2013012285	male	three	246.42		2571.75	
Gong_YuanJia		2013012286	female	three	392.65		946.02	
Chen_Ni			2013012287	male	three	28.65		6054.22	
Wen_QianGao		2013012288	male	three	485.30		1408.53	
Wen_Zhen		2013012289	male	three	460.14		2694.69	
Cheng_TongCan		2013012290	male	three	88.96		5787.44	
Ren_YuanXiu		2013012291	female	three	46.32		3774.99	
He_Zhi			2013012292	male	three	432.38		2289.60	
Mu_YuFan		2013012293	male	three	366.66		524.11	
Gao_Peng		2013012294	male	three	419.76		3847.15	
Dai_BingRan		2013012295	female	three	88.58		1108.47	
Chang_PingZhong		2013012296	male	three	416.38		4496.01	
Zeng_Yang		2013012297	male	three	316.03		6368.85	
Gao_XiJiao		2013012298	male	three	100.63		3290.24	
Cheng_KaiBo		2013012299	female	three	262.14		2916.65	
Zhou_FanZheng		2013012300	male	three	186.82		4949.68	
Chang_CanAn		2013012301	male	three	491.25		2541.78	
Zeng_Li			2013012302	female	three	54.63		4263.05	
Shi_Wei			2013012303	male	three	234.22		4046.28	
Xu_Fan			2013012304	male	three	453.74		4042.94	
Luo_Heng		2013012305	male	three	30.17		6088.52	
Cai_Wei			2013012306	male	three	392.11		3400.66	
Yu_ZhiLiu		2013012307	female	three	81.64		2939.77	
Deng_Xin		2013012308	male	three	218.26		2980.29	
Ma_Yao			2013012309	male	three	398.89		670.08	
Guan_Yang		2013012310	male	three	381.44		2243.31	
Xiao_NiYuan		2013012311	female	three	402.53		2167.96	
Hua_BoQi		2013012312	female	three	184.07		6258.02	
Shi_CanLei		2013012313	male	three	6.95		2767.04	
Lu_Wei			2013012314	male	three	289.14		4283.06	
Zeng_FanXuan		2013012315	female	three	371.05		1179.00	
Zou_Zhi			2013012316	female	three	454.65		4310.84	
Ren_YuYi		2013012317	male	three	102.35		2365.79	
Mu_ZhengXu		2013012318	male	three	179.98		3696.92	
Lu_YunYao		2013012319	male	three	376.10		3875.30	
He_DaZe			2013012320	female	three	278.60		4676.84	
Hua_GaoGuo		2013012321	male	three	345.12		5329.11	
Wen_XinZhe		2013012322	male	three	82.16		3876.74	
Du_Xin			2013012323	male	three	222.97		4252.42	
Gu_DaChen		2013012324	male	three	427.19		1080.29	
Xu_Quan			2013012325	female	three	230.96		1137.47	
Hua_GanYu		2013012326	male	three	305.09		828.99	
Shi_BangSheng		2013012327	male	three	242.22		1831.41	
Shi_Guang		2013012328	male	three	347.14		2801.12	
Lv_YiHao		2013012329	male	three	406.75		5839.57	
Wan_Heng		2013012330	male	three	216.02		6467.35	
Chang_Han		2013012331	male	three	438.39		2096.83	
Liu_JiaoQuan		2013012332	male	three	35.58		1190.83	
Ding_LiHao		2013012333	female	three	450.56		4852.87	
Pan_XianZhi		2013012334	male	three	320.85		708.51	
Tang_Zhou		2013012335	male	three	175.62		6324.10	
Zeng_Xiang		2013012336	male	three	97.96		6247.43	
Ma_Lin			2013012337	male	three	275.04		4723.20	
Xu_LeTong		2013012338	male	two	43.52		4692.84	
Kang_Long		2013012339	male	three	371.23		1649.37	
Yan_Di			2013012340	female	three	16.45		5006.91	
Hu_Yuan			2013012341	male	three	380.83		1538.20	
Shi_ZhePing		2013012342	male	three	109.21		1351.18	
Chang_Zhen		2013012343	male	three	404.31		4339.76	
Dai_Ni			2013012344	male	three	184.10		2504.11	
Wan_HaoGuo		2013012345	female	three	50.77		3202.99	
Lu_FeiQi		2013012346	male	three	212.30		3634.30	
Gu_Ze			2013012347	male	three	292.41		3956.82	
Gong_ZhenWei		2013012348	male	three	254.51		702.91	
Lv_YuBang		2013012349	female	three	353.31		2210.48	
Shi_Wei			2013012350	male	three	349.58		2366.15	
Wan_Wei			2013012351	female	three	302.54		5039.91	
Lu_Lu			2013012352	male	three	328.70		3344.78	
Yu_Lin			2013012353	female	three	410.20		882.66	
Cai_XinHan		2013012354	female	three	162.59		1498.28	
Tang_XiangHan		2013012355	male	three	40.56		2914.56	
Hu_CanChen		2013012356	male	three	381.17		1802.52	
Pan_DongXiong		2013012357	male	three	46.81		931.62	
Mu_XuYi			2013012358	female	three	132.81		4696.59	
Wen_FangWang		2013012359	male	three	164.50		1729.58	
Liu_GaoMin		2013012360	male	three	164.60		1995.03	
Tang_GuoYou		2013012361	male	three	441.36		5335.73	
Long_Tian		2013012362	female	three	80.65		5222.96	
Lin_Kun			2013012363	female	three	277.29		2365.49	
Guan_Tao		2013012364	male	three	104.07		2196.53	
Gao_Qu			2013012365	female	two	73.75		5520.61	
Jin_Qi			2013012366	male	three	145.29		3494.99	
Fu_Lu			2013012367	male	three	181.86		2571.39	
Fan_HuanZhu		2013012368	male	three	416.68		1885.04	
Gao_YaoYue		2013012369	male	three	118.11		3312.20	
Song_LeChen		2013012370	female	three	443.21		2467.08	
Xiao_ShaoSheng		2013012371	male	three	93.18		4055.49	
Zhang_Ran		2013012372	male	three	223.78		5794.21	
Gong_Xuan		2013012373	male	three	188.06		1370.65	
Jiang_ZhongJiao		2013012374	male	three	97.07		5144.63	
Ren_Ran			2013012375	male	three	279.08		3687.58	
Pan_KaiLe		2013012376	male	three	63.24		2058.49	
Ying_XianHeng		2013012377	male	three	448.44		3595.23	
Shao_TaoLu		2013012378	male	three	406.09		3479.35	
Qin_Gao			2013012379	female	three	282.95		4772.58	
Fan_TongXuan		2013012380	male	three	318.57		4427.02	
Yu_Ran			2013012381	male	three	499.54		639.68	
Pan_TingXuan		2013012382	female	three	224.73		1638.04	
Mu_Zhi			2013012383	male	three	380.21		1832.85	
Gao_Can			2013012384	female	three	475.76		2025.53	
Mu_An			2013012385	male	three	101.14		2165.65	
Shao_LuYuan		2013012386	male	three	243.07		3482.74	
Du_HanJing		2013012387	male	three	408.04		1791.06	
He_ZhenYu		2013012388	female	three	117.88		1342.70	
Guan_Ni			2013012389	male	three	225.53		5933.89	
Yan_Gong		2013012390	female	three	309.95		2064.74	
Ying_Lu			2013012391	female	three	68.59		4484.98	
Cai_Quan		2013012392	female	three	206.30		4048.81	
Yu_Qing			2013012393	male	three	67.51		1471.29	
Wen_SiZheng		2013012394	male	three	443.88		4707.16	
Xu_Shao			2013012395	female	three	65.57		4297.74	
Ding_Xuan		2013012396	male	three	70.55		4932.18	
Jia_Yu			2013012397	male	three	200.69		5870.71	
He_LeiHeng		2013012398	female	three	192.53		3147.87	
Long_YuWei		2013012399	male	three	235.33		585.73	
Gong_SiZi		2013012400	male	three	247.90		3535.36	
Ma_ShenKai		2013012401	female	three	230.73		1119.96	
Zhang_YouWuo		2013012402	male	three	41.12		5142.57	
Qiao_Liu		2013012403	female	three	22.50		5116.03	
Guan_Peng		2013012404	female	three	151.79		5256.85	
Jiang_Zhe		2013012405	female	three	347.52		3700.25	
Zhang_Han		2013012406	male	three	470.19		3679.85	
Kang_YuShan		2013012407	male	three	21.70		2737.64	
Wen_Can			2013012408	male	three	28.23		1013.00	
Jiang_Yao		2013012409	female	three	12.62		2711.47	
Chang_Tao		2013012410	female	three	448.19		3164.74	
Cheng_LinHao		2013012411	female	three	264.30		2098.96	
Yu_PingYing		2013012412	male	three	137.77		2439.86	
Hu_YuYun		2013012413	female	three	376.21		5872.39	
Jin_HengZhi		2013012414	male	three	486.52		2964.72	
Yao_ZhouBang		2013012415	female	three	92.04		5744.02	
Fan_Qian		2013012416	male	three	18.74		3553.57	
Wan_Yi			2013012417	male	three	336.26		3225.34	
Gao_Xi			2013012418	male	three	223.44		4407.27	
Lu_RanDa		2013012419	male	three	308.29		1139.26	
Deng_Zu			2013012420	female	three	117.86		1291.22	
Ying_Jiao		2013012421	female	three	303.92		1122.75	
Chang_BangZu		2013012422	female	three	62.86		5817.65	
Yang_NanYao		2013012423	male	three	260.93		5032.57	
Xiao_Xu			2013012424	male	three	420.18		1972.43	
ZhuKe_YangRan		2013012425	male	three	302.01		801.06	
Lu_He			2013012426	female	three	3.79		1649.96	
Guan_ZhiQing		2013012427	male	three	202.34		3383.63	
Lv_FeiFang		2013012428	male	three	415.26		1131.65	
Lv_JiaoYao		2013012429	female	three	198.76		6033.07	
ZhuKe_Chuan		2013012430	male	three	289.80		1603.68	
Liang_XingHe		2013012431	female	three	437.17		2379.49	
Qin_Tong		2013012432	male	three	236.91		5153.31	
Lu_Zheng		2013012433	female	three	39.95		3423.75	
Gong_Bang		2013012434	female	three	274.75		5168.19	
Pan_TingFan		2013012435	female	three	316.83		2374.33	
Mu_BangTian		2013012436	female	three	499.06		5335.83	
Jin_Jiao		2013012437	female	three	423.12		5676.44	
Hu_Liu			2013012438	male	three	43.29		2156.79	
Hu_YiBing		2013012439	male	three	190.36		2186.96	
Deng_Wuo		2013012440	male	three	496.32		4257.65	
Hua_Jia			2013012441	male	three	274.14		824.52	
Ren_ZheKun		2013012442	female	three	2.68		1504.16	
Qin_Jia			2013012443	male	three	9.21		2644.61	
Xu_Di			2013012444	male	three	448.54		987.30	
Cui_Chu			2013012445	female	three	169.37		2744.47	
Luo_Zhong		2013012446	male	three	377.14		5706.83	
Cai_Yang		2013012447	male	three	4.71		6275.28	
Wen_LongLei		2013012448	male	three	76.21		5249.31	
Yan_ZuYuan		2013012449	male	three	260.67		5135.10	
Wen_Xuan		2013012450	male	three	375.99		4429.73	
Wu_ZhenSong		2013012451	male	three	23.74		3849.70	
Guan_Wei		2013012452	male	three	116.54		2338.51	
Kang_ShenFu		2013012453	female	three	169.72		5072.32	
Ying_JianWang		2013012454	male	three	383.80		3882.47	
Shao_Yuan		2013012455	female	three	66.41		2784.44	
Hu_DongLe		2013012456	male	three	164.82		1707.28	
Gong_Guang		2013012457	male	three	162.17		3577.46	
Mei_Rui			2013012458	male	three	177.03		2380.35	
Li_DanWen		2013012459	male	three	31.64		1945.22	
Ye_Ya			2013012460	male	three	222.58		1751.96	
Wan_Hang		2013012461	male	three	404.44		4831.43	
Yao_XuanPeng		2013012462	male	three	437.89		5925.21	
Chang_AnJie		2013012463	male	three	177.77		1931.13	
Wan_Wei			2013012464	female	three	60.76		3134.22	
Ren_Guang		2013012465	male	three	151.35		1597.47	
Chen_ZhiYao		2013012466	male	three	471.04		1735.18	
Chu_YaYu		2013012467	female	three	153.71		4502.10	
Tang_Ying		2013012468	male	three	448.06		6490.20	
Yang_GanChen		2013012469	male	three	230.65		5328.08	
Tang_XuPeng		2013012470	male	three	449.09		1877.37	
Xiao_Han		2013012471	male	three	123.69		3323.92	
Ma_Heng			2013012472	female	three	444.10		3612.75	
Deng_RuiLi		2013012473	female	three	404.96		2542.59	
Shao_NanChuan		2013012474	male	three	485.07		1617.82	
Ren_Guang		2013012475	male	three	402.90		616.27	
Mu_Wei			2013012476	male	three	449.75		1048.02	
Mu_Yuan			2013012477	female	three	424.09		6226.86	
Shao_ZhuGan		2013012478	female	three	85.13		3093.43	
He_LiuYe		2013012479	male	three	328.11		2961.80	
Yao_Bing		2013012480	male	three	272.37		3026.95	
ZhuKe_ZhiGong		2013012481	male	three	29.47		5414.55	
Gao_Ran			2013012482	female	three	284.38		2629.41	
Yan_Min			2013012483	male	three	406.74		2753.01	
Lu_Di			2013012484	female	three	77.76		3839.64	
Gu_Jiao			2013012485	male	three	279.34		5349.93	
Yan_Gao			2013012486	female	three	83.14		4330.71	
Yan_He			2013012487	male	three	181.32		4377.75	
Miao_Shen		2013012488	female	three	427.85		6088.53	
Ding_Ze			2013012489	female	three	105.55		2215.71	
Cai_Bang		2013012490	male	three	43.74		746.69	
Su_QianHuan		2013012491	female	three	256.94		1382.05	
Jia_Gan			2013012492	male	three	220.30		3865.13	
Lin_Qi			2013012493	female	three	218.19		2884.98	
Zhao_YuanNi		2013012494	male	three	401.60		4638.18	
Guan_MaoQian		2013012495	male	three	436.53		3531.57	
Shao_YuZhi		2013012496	male	three	95.57		3956.69	
Zeng_LiuXi		2013012497	female	three	189.78		5341.62	
Yu_QiYun		2013012498	female	three	416.32		2698.59	
Chu_WeiYuan		2013012499	female	three	447.88		3671.96	
Ma_YueRui		2013012500	male	three	13.87		5273.49	
Chen_ShenWei		2013012501	male	three	206.95		585.46	
Yang_YuanLong		2013012502	male	three	211.94		6170.71	
Wen_ZuLi		2013012503	male	three	152.05		5827.01	
Shi_FanGuang		2013012504	male	three	479.43		3114.80	
Qiao_Rui		2013012505	male	three	48.44		4905.37	
Ma_AnGuang		2013012506	male	three	64.92		1701.77	
Qin_JunHao		2013012507	female	three	20.34		3552.51	
Dai_Guang		2013012508	female	three	62.42		4136.73	
Chen_LeiFan		2013012509	male	three	82.95		3110.80	
Shi_WeiXuan		2013012510	male	three	238.41		5739.29	
Xu_YaoMao		2013012511	male	three	66.57		1823.86	
Shao_ShanFei		2013012512	male	two	372.15		2428.73	
Tang_Hang		2013012513	female	two	155.01		4943.78	
Zeng_QiXiang		2013012514	male	three	226.83		3273.00	
Song_FanLi		2013012515	female	three	92.35		5144.58	
Yao_Mao			2013012516	male	three	387.62		1386.26	
Zhou_Jian		2013012517	female	three	391.78		3856.55	
Liu_JunShan		2013012518	male	three	337.47		561.76	
Mu_ZuXi			2013012519	male	three	232.97		873.36	
Wang_RuiCan		2013012520	male	three	146.12		5292.15	
Li_Rui			2013012521	male	three	265.21		709.67	
Lv_TianMin		2013012522	male	three	469.93		5753.65	
Xiao_YaKun		2013012523	male	three	275.90		3456.08	
Mu_FangHan		2013012524	male	three	289.01		6180.60	
Li_ZuMao		2013012525	male	three	389.39		5306.47	
Li_ShunHan		2013012526	male	three	389.38		5271.73	
Mei_FangTao		2013012527	male	three	201.45		1709.48	
Shi_ZhuYing		2013012528	male	three	326.63		1976.43	
Gong_Xiang		2013012529	male	three	110.47		2803.93	
Zhou_Xiu		2013012530	male	three	461.08		3717.14	
Wen_Bo			2013012531	male	three	92.35		2169.20	
Cui_ZhiYang		2013012532	female	three	141.29		1359.34	
Fan_YangWei		2013012533	male	three	110.33		1600.67	
Lin_Ying		2013012534	male	three	55.68		5587.80	
Gu_LiuTong		2013012535	male	two	460.19		3056.00	
Jiang_FangZhou		2013012536	male	three	86.99		4749.92	
Shi_Shan		2013012537	male	three	254.41		5199.49	
Zhou_XinZhi		2013012538	female	three	258.79		5478.30	
Zeng_RuiQuan		2013012539	male	three	21.76		2976.38	
Sui_Zhou		2013012540	female	three	108.54		2031.02	
Jin_TaoShu		2013012541	female	three	63.82		1627.84	
Guan_Zhi		2013012542	female	three	471.63		1608.95	
Shao_GuoGan		2013012543	female	three	138.48		5689.48	
Ye_Fang			2013012544	male	three	42.69		1573.72	
Wu_BangWei		2013012545	male	three	468.01		4339.47	
Mu_An			2013012546	female	three	77.95		4791.82	
Wen_Dan			2013012547	male	three	396.36		4038.92	
Mu_XiongBang		2013012548	male	three	287.36		3890.50	
Du_HeYa			2013012549	male	three	403.99		1529.84	
Wu_Can			2013012550	male	three	370.35		586.60	
Jin_Yi			2013012551	female	two	316.24		5005.48	
Liu_BingXian		2013012552	female	three	292.67		5974.23	
Deng_Gong		2013012553	male	three	243.05		975.77	
Chen_TongRan		2013012554	male	two	397.77		4226.54	
Shi_Le			2013012555	male	three	411.60		1793.48	
Chen_DaHe		2013012556	male	three	490.92		1158.04	
Zhou_RanNi		2013012557	male	three	386.68		4201.08	
Gong_Shan		2013012558	female	three	352.86		654.87	
Du_JiaDong		2013012559	male	three	372.59		2893.00	
Lu_WeiYuan		2013012560	male	three	480.91		1743.96	
Gong_WeiYun		2013012561	male	three	210.27		3106.00	
Shi_Si			2013012562	female	three	267.89		4427.90	
Guan_YangFang		2013012563	female	three	206.52		5864.49	
Hu_Yue			2013012564	female	three	101.60		3614.77	
Lv_ZheXiu		2013012565	male	three	153.78		3409.45	
Yao_ZhenYue		2013012566	male	three	234.35		5001.93	
Wen_Yao			2013012567	female	three	195.78		2086.58	
Chu_Fan			2013012568	female	three	295.32		5528.99	
Zhang_Yu		2013012569	male	three	413.18		5919.41	
Pan_JingWuo		2013012570	male	three	82.66		4180.46	
Guan_XingYun		2013012571	female	three	284.83		2683.07	
Pan_Guang		2013012572	male	three	408.53		1837.98	
ZhuKe_Xing		2013012573	male	three	289.79		1011.34	
Xu_Bang			2013012574	male	three	357.76		1852.28	
Zeng_JingWei		2013012575	male	three	65.02		2002.61	
Chu_Zhe			2013012576	male	three	117.83		1607.12	
Chang_Zhen		2013012577	female	three	241.20		5890.35	
Sui_Tao			2013012578	female	three	384.01		5660.38	
Zou_XiuZu		2013012579	male	three	3.95		2907.27	
Lin_Lu			2013012580	male	three	343.11		3673.27	
Zhang_TingFang		2013012581	male	three	117.68		4640.04	
Fan_RuiYi		2013012582	female	three	173.58		1321.06	
Mei_Ping		2013012583	male	three	190.61		4079.69	
Shi_ShenYi		2013012584	female	three	286.38		3631.73	
Ye_Xian			2013012585	male	three	152.68		2785.71	
Jia_XianBang		2013012586	male	three	365.72		1729.02	
Gao_Wei			2013012587	female	three	366.99		3060.97	
Wu_ZhongGong		2013012588	male	three	254.04		3834.66	
Ren_Jun			2013012589	male	three	259.01		1058.44	
Wen_Li			2013012590	female	three	290.47		3140.00	
Guan_Gan		2013012591	male	three	420.25		1447.03	
Chen_Fang		2013012592	male	three	14.02		820.07	
Gu_Li			2013012593	male	three	43.43		6396.39	
Le_Zu			2013012594	male	three	337.76		2675.68	
Wu_CanLing		2013012595	female	three	121.16		799.44	
Shi_Yu			2013012596	male	three	273.32		2935.46	
Cui_JingPing		2013012597	male	three	7.04		4455.96	
Jiang_Zu		2013012598	male	three	237.77		2542.94	
Xu_WenDong		2013012599	male	three	272.67		2271.64	
Shi_ZhenLing		2013012600	male	three	333.08		4950.07	
Lu_Gan			2013012601	male	three	483.54		4137.33	
Yang_HanGuo		2013012602	male	three	53.28		4614.82	
Deng_Wei		2013012603	male	three	322.27		3106.50	
Gu_WangHuan		2013012604	female	three	270.99		3402.50	
Lu_Shu			2013012605	male	three	89.48		4837.99	
Shi_Zheng		2013012606	female	three	256.68		2302.74	
Guan_Ya			2013012607	male	three	263.13		2220.85	
Pan_YeSong		2013012608	male	three	315.37		5717.48	
Ren_Sheng		2013012609	male	three	464.84		2573.14	
He_PingMao		2013012610	male	three	256.50		6474.90	
Luo_PingTao		2013012611	male	three	124.00		6015.72	
Le_QianQing		2013012612	female	three	448.79		5893.27	
Guan_Tao		2013012613	male	three	195.56		5550.01	
Shi_TaoTian		2013012614	male	three	263.65		2803.37	
Fu_JieLin		2013012615	male	three	292.57		1274.41	
Chu_ChongXiang		2013012616	female	three	245.19		1483.85	
Sui_DaShu		2013012617	male	three	145.77		2647.19	
Chu_QiZe		2013012618	male	three	180.42		4329.45	
Sui_ShunFan		2013012619	female	three	86.47		2994.07	
Hua_Jie			2013012620	male	three	6.87		4831.58	
Zhao_Bang		2013012621	male	three	170.11		5442.24	
Zhou_Ting		2013012622	female	three	218.77		1723.09	
Ding_YaoHao		2013012623	male	three	196.19		5812.54	
Qin_ZhenZong		2013012624	male	two	54.72		4441.44	
Mu_Lei			2013012625	male	three	490.34		4662.60	
He_LinQi		2013012626	male	three	411.72		2646.23	
Fu_Han			2013012627	male	three	444.86		3265.72	
Du_FanZhu		2013012628	female	three	107.06		6008.55	
Ma_PingJie		2013012629	male	three	358.10		3333.95	
Ren_Can			2013012630	male	three	381.25		5892.92	
Cai_Liu			2013012631	male	three	175.78		1070.61	
Shao_Chong		2013012632	male	three	145.86		3839.76	
Xiao_YiZu		2013012633	male	three	18.18		2743.96	
Pan_Fang		2013012634	male	three	291.73		1270.15	
Liang_Yu		2013012635	male	three	177.11		1928.49	
Lin_ChongGong		2013012636	male	three	463.48		3391.00	
Miao_You		2013012637	male	three	437.59		701.27	
Chen_Chu		2013012638	female	three	273.99		6383.69	
Shao_Li			2013012639	male	three	16.14		1459.62	
Hua_TongLin		2013012640	female	three	199.75		5442.71	
Shao_Song		2013012641	male	three	50.48		4439.18	
Wen_Yi			2013012642	male	three	169.23		5481.99	
Miao_Zhi		2013012643	male	three	454.80		1503.86	
Chang_WangQing		2013012644	male	three	82.93		2451.47	
Wen_SiZhou		2013012645	female	three	87.61		5550.37	
Fan_Ling		2013012646	male	three	164.74		4321.68	
Yang_LiuShao		2013012647	male	three	232.40		4081.42	
Li_Sheng		2013012648	female	three	269.03		653.87	
Gong_WeiWang		2013012649	female	three	409.98		1638.68	
Wu_QuanAn		2013012650	female	three	107.22		1370.73	
Zhou_Yun		2013012651	female	three	17.52		1353.94	
Guan_Jun		2013012652	male	three	338.50		2847.97	
ZhuKe_XuanJie		2013012653	male	three	234.90		6398.38	
Song_Dan		2013012654	female	three	457.59		4597.98	
Shao_Gan		2013012655	female	three	186.12		3223.93	
Ma_Wei			2013012656	male	three	8.21		5452.57	
Liang_DongLing		2013012657	male	three	300.10		3529.20	
Cai_SongQu		2013012658	male	three	416.99		3904.86	
Qin_FanZe		2013012659	male	three	444.37		1249.10	
Li_Da			2013012660	male	three	1.08		3073.19	
Lu_YangMao		2013012661	male	three	185.89		6367.56	
Ye_Ming			2013012662	male	three	366.10		854.94	
Wu_ZuTing		2013012663	female	three	287.32		4733.44	
Wan_ShaoZu		2013012664	male	three	409.44		2594.13	
Tang_YueLe		2013012665	male	three	304.81		3270.87	
Qin_YunAn		2013012666	female	three	61.69		3621.30	
Yao_ZongXuan		2013012667	male	three	323.67		6189.90	
Qiao_Yi			2013012668	male	three	251.98		5214.92	
Hua_Wang		2013012669	female	three	84.61		5770.73	
Guan_Bang		2013012670	male	three	245.96		1321.55	
Fu_ZhenGao		2013012671	female	three	481.80		1794.69	
Du_ZhiZhe		2013012672	male	three	268.52		6276.69	
Cai_Liu			2013012673	female	three	389.67		2352.55	
Gao_Chen		2013012674	male	three	101.60		2832.08	
Su_Yang			2013012675	male	three	413.96		3647.93	
Chang_Xin		2013012676	female	three	320.02		807.17	
Sui_Wuo			2013012677	female	three	194.49		1588.80	
Tang_ZeLei		2013012678	male	three	39.25		5219.55	
Ying_JiaoYou		2013012679	female	three	57.43		4236.64	
Lu_Can			2013012680	male	three	434.48		1570.44	
Jia_ShenDan		2013012681	male	three	247.07		4786.95	
Wu_Fei			2013012682	female	three	417.88		5386.36	
Zhou_Fang		2013012683	male	three	147.11		5342.86	
Yu_Long			2013012684	male	three	71.62		3923.47	
Hu_YouZe		2013012685	male	three	252.34		5418.23	
Gong_Kun		2013012686	female	three	157.36		6094.85	
Sui_He			2013012687	female	three	116.37		2006.53	
Yang_Yuan		2013012688	male	three	425.08		4198.75	
Guan_FangZi		2013012689	female	three	301.97		2294.06	
Yu_LingZu		2013012690	male	three	211.68		1633.14	
Cui_Tian		2013012691	male	three	32.02		2521.93	
Qin_LiDi		2013012692	female	three	287.75		2556.47	
Shi_GuoDan		2013012693	female	three	477.57		2795.24	
Miao_Tian		2013012694	male	three	496.71		4593.77	
Kang_Zhen		2013012695	female	three	127.20		3809.18	
Wu_Yao			2013012696	male	three	144.14		5213.00	
Qin_Yuan		2013012697	male	three	405.30		4764.83	
Sui_XingDa		2013012698	female	three	281.18		6293.12	
Shi_ChongHeng		2013012699	male	three	307.54		885.46	
Zhang_Jian		2013012700	male	three	457.21		4609.18	
Qiao_Fan		2013012701	female	three	71.03		4148.83	
Zhou_Shu		2013012702	male	three	220.68		3715.91	
Shao_Ling		2013012703	female	three	405.20		5403.55	
Cheng_XiongLei		2013012704	male	three	452.37		4485.55	
Ye_Wuo			2013012705	female	three	119.23		3812.10	
Wen_Zhong		2013012706	male	three	304.10		781.04	
Xiao_YingFang		2013012707	male	three	473.27		810.81	
Li_Han			2013012708	male	three	413.95		4308.89	
Shi_ZuChuan		2013012709	male	three	190.63		5473.02	
Yu_TianGuo		2013012710	male	three	375.70		5665.61	
Sui_KaiYang		2013012711	male	three	378.65		1613.09	
Sui_Yang		2013012712	male	three	160.29		3467.72	
He_Shu			2013012713	male	three	434.27		1186.39	
Wang_DiKai		2013012714	male	three	32.67		1918.09	
Pan_DaShao		2013012715	male	three	370.70		871.81	
Zou_Wei			2013012716	male	three	341.02		1855.74	
ZhuKe_Fang		2013012717	male	three	56.04		4290.17	
Xu_Shun			2013012718	male	two	358.80		1646.23	
